note_source note,title,identifier_PPNanalog,recordIdentifier,classification,dateIssued,accessCondition_use and reproduction,accessCondition_restriction on access,form_material,form_form,extent,coordinates,identifier_ark,subject,canton,documentType,fileUrl,iiifUrl,roleTerm_code,namePart_family,namePart_given,displayForm_personal,topic,state,geographic
"Die Neustadt von Zug mit der Bahnlinie nach Arth-Goldau im Vordergrund, im Hintergrund ist die Reformierte Kirche und das Neustadtschulhaus, seit 1976 die Musikschule von Zug,  zu sehen.",Die Neustadt von Zug mit der Bahnlinie nach Arth-Goldau im Vordergrund,TF_GP_00910,BibZug_TD_23_00910,Bibliothek Zug#Glasplatten,1909 - 1919,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1719111551, 8.51479790803",ark:/63274/bz1k02d,Schule,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00910/800/0/TD_23_00910.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00910/files/images/TD_23_00910.jpg'}],,,,,,,
"Der Schraubendampfer ""Rigi"" bei der Fahrt auf dem Zugersee. Das Schiff war von 1904 bis 1959 im Dienst.","Schraubendampfer ""Rigi"" bei der Fahrt",TF_GP_00769,BibZug_TD_23_00769,Bibliothek Zug#Glasplatten,1907,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Verkehr,9x12,"47.1702054447, 8.51317283555",ark:/63274/bz1s89d,Verkehr,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00769/800/0/TD_23_00769.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00769/files/images/TD_23_00769.jpg'}],,,,,,,
"Der Schraubendampfer ""Rigi"" bei der Fahrt auf dem Zugersee. Das Schiff war von 1904 bis 1959 im Dienst.","Schraubendampfer ""Rigi"" bei der Fahrt",TF_GP_00771,BibZug_TD_23_00771,Bibliothek Zug#Glasplatten,1904 - 1905,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Verkehr,9x12,"47.1702054447, 8.51317283555",ark:/63274/bz1hs48,Verkehr,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00771/800/0/TD_23_00771.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00771/files/images/TD_23_00771.jpg'}],,,,,,,
"Blick vom Guggihügel aus über die Neustadt von Zug, am linken Rand sieht man noch die Kirche St. Oswald, im Hintergrund den Zugersee.",Neustadt von Zug mit dem See im Hintergrund,TF_GP_00911,BibZug_TD_23_00911,Bibliothek Zug#Glasplatten,1907 - 1915,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1681585307, 8.51491056079",ark:/63274/bz1f61w,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00911/800/0/TD_23_00911.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00911/files/images/TD_23_00911.jpg'}],,,,,,,
"Blick vom Guggihügel aus über die Altstadt von Zug. Im Vordergrund ist das Postgebäude und der Zytturm von Zug, im Hintergrund der Zugersee mit dem Ufer bei Buonas.",Blick vom Guggihügel über die Altstadt.,TF_GP_00912,BibZug_TD_23_00912,Bibliothek Zug#Glasplatten,1902 - 1907,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1677427718, 8.51680956483",ark:/63274/bz19g71,Natur,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00912/800/0/TD_23_00912.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00912/files/images/TD_23_00912.jpg'}],,,,,,,
"Die 1863 errichtete ""äussere Schule"" der Mädchenschule des Klosters Maria Opferung oberhalb der Stadt Zug. Die ""äussere Schule"" wurde als öffentliche Mädchenschule bis 1965 vom Kloster geführt und ging dann, als Primarschule, an die Stadt Zug über. Im Hintergrund sieht man das Kollegium St. Michael.",Die äussere Schule der Maria Opferung,TF_GP_00913,BibZug_TD_23_00913,Bibliothek Zug#Glasplatten,1902 - 1912,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1635740614, 8.51625434758",ark:/63274/bz15p6h,Schule,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00913/800/0/TD_23_00913.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00913/files/images/TD_23_00913.jpg'}],,,,,,,
Die Neustadt von Zug mit dem Postgebäude und den Gleisen der Bahnlinie von Zürich nach Arth-Goldau im Vordergrund. Im Hintergrund erkennt man neben dem Bahnhof das Hotel Zugerhof.,"Neustadt von Zug, mit den Eisenbahngleisen im Vordergrund.",TF_GP_00914,BibZug_TD_23_00914,Bibliothek Zug#Glasplatten,1899 - 1904,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1680491207, 8.51704023484",ark:/63274/bz12027,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00914/800/0/TD_23_00914.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00914/files/images/TD_23_00914.jpg'}],,,,,,,
"Das Hotel Schweizerhof beim Bahnhofsplatz von Zug, welches von 1898 bis 1973 bestand. Hinter dem Hotel erkennt man noch das ein Jahr später eröffnete Hotel Zugerhof. Im Vordergrund sind die Tramschienen der Zuger Berg- und Strassenbahn noch nicht zu sehen.",Das Hotel Schweizerhof am Bahnhofsplatz von Zug,TF_GP_00915,BibZug_TD_23_00915,Bibliothek Zug#Glasplatten,1899 - 1905,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1731473841, 8.51502857798",ark:/63274/bz1x61q,Tourismus,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00915/800/0/TD_23_00915.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00915/files/images/TD_23_00915.jpg'}],,,,,,,
Mit dem Blick vom Regierungsgebäude aus über die 1890 nach der Seekatastrophe errichtete Parkanlage der Rössliwiese an der Seepromenade bei Zug. Im Hintergrund ist die Häuserzeile der Zuger Vorstadt zu sehen.,Parkanlage der Rössliwiese mit der Vorstadt von Zug,TF_GP_00916,BibZug_TD_23_00916,Bibliothek Zug#Glasplatten,1890 - 1898,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1686520096, 8.51440238064",ark:/63274/bz1sg7v,Alltag,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00916/800/0/TD_23_00916.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00916/files/images/TD_23_00916.jpg'}],,,,,,,
Die Villa Flora mit dem charakteristischem Turm mit Zwiebelhaue und der Pulverturm der alten Wehranlage der Stadt an der Zugerbergstrasse. Die Villa Flora ist Teil des Villenquartiers des 19. Jahrhunderts an der Arther- und Zugerbergstrasse.,Villa Flora und der Pulverturm,TF_GP_00917,BibZug_TD_23_00917,Bibliothek Zug#Glasplatten,1895 - 1908,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Architektur,9x12,"47.1635740614, 8.51625434758",ark:/63274/bz1ns4n,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00917/800/0/TD_23_00917.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00917/files/images/TD_23_00917.jpg'}],,,,,,,
Die Vorstadt von Zug an der 1890 errichteten Parkanlage der Rössliwiese an der Seepromenade von Zug.,Vorstadt von Zug von der Parkanlage der Rössliwiese aus gesehen,TF_GP_00918,BibZug_TD_23_00918,Bibliothek Zug#Glasplatten,1890 - 1900,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1686520096, 8.51440238064",ark:/63274/bz1j022,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00918/800/0/TD_23_00918.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00918/files/images/TD_23_00918.jpg'}],,,,,,,
Das ehemalige Frauenkloster Maria Opferung der Kapuzinerinnen mit der 1863 errichteten Gebäude der Mädchenschule oberhalb von Zug. Eine Mädchenschule führten die Schwestern des Klosters bereits seit 1657.,Kloster Maria Opferung oberhalb der Stadt Zug,TF_GP_00919,BibZug_TD_23_00919,Bibliothek Zug#Glasplatten,1902 - 1912,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.163234174, 8.52037163681",ark:/63274/bz1d89m,Schule,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00919/800/0/TD_23_00919.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00919/files/images/TD_23_00919.jpg'}],,,,,,,
Das ehemalige Frauenkloster Maria Opferung der Kapuzinerinnen mit der 1863 errichteten Gebäude der Mädchenschule oberhalb von Zug. Eine Mädchenschule führten die Schwestern des Klosters bereits seit 1657.,Das Kloster Maria Opferung oberhalb der Stadt Zug,TF_GP_00920,BibZug_TD_23_00920,Bibliothek Zug#Glasplatten,1902 - 1912,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.163234174, 8.52037163681",ark:/63274/bz18g7p,Schule,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00920/800/0/TD_23_00920.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00920/files/images/TD_23_00920.jpg'}],,,,,,,
"Blick über die Altstadt von Zug, mit der 1899 errichteten Turnhalle der Burgbachschule im Vordergrund. Im Hintergrund sind zwei Türme der alten Stadtbefestigung von Zug zu sehen, der Knopfli und der Kapuzinerturm.",Blick nach Nordosten über Altstadt von Zug,TF_GP_00921,BibZug_TD_23_00921,Bibliothek Zug#Glasplatten,1899 - 1909,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1653568788, 8.51722272333",ark:/63274/bz14s5w,Alltag,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00921/800/0/TD_23_00921.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00921/files/images/TD_23_00921.jpg'}],,,,,,,
Mehrere Passanten bei der Vorstadt von Zug. Die Häuserreihe wird in der Mitte durch die Schmidgasse getrennt. Die ganze Häuserzeile bildet ein bedeutendes städtebauliches Ensemble am Seeufer des Zugersees.,Vorstadt von Zug mit der Rössliwiese,TF_GP_00922,BibZug_TD_23_00922,Bibliothek Zug#Glasplatten,1904 - 1914,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1693285163, 8.51428838659",ark:/63274/bz1102w,Personen,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00922/800/0/TD_23_00922.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00922/files/images/TD_23_00922.jpg'}],,,,,,,
"Der Kolinplatz von Zug von der Grabenstrasse aus gesehen, im Hintergrund die Neugasse flankiert vom Grosshaus und dem Haus Wadsack. Im Vordergrund ist das Zollhaus zu sehen. Die Schienen der Tramlinie der Zuger Berg- und Strassenbahn sind noch nicht zu sehen.","Der Kolinplatz von Zug von der Grabenstrasse aus gesehen, im Hintergrund die Neugasse",TF_GP_00923,BibZug_TD_23_00923,Bibliothek Zug#Glasplatten,1895 - 1905,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1661574301, 8.5153988211",ark:/63274/bz1w903,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00923/800/0/TD_23_00923.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00923/files/images/TD_23_00923.jpg'}],,,,,,,
"Blick vom Zeughaus in Richtung Nordosten. Im Vordergrund sind die Burg von Zug und die Turnhalle des Burgbachschulhauses zu sehen. Im Hintergrund sind zwei Türme der alten Stadtbefestigung, der Knopfli- und der Kapuzinerturm, zu erkennen.",Die Altstadt um die Burg von Zug,TF_GP_00924,BibZug_TD_23_00924,Bibliothek Zug#Glasplatten,1900 - 1910,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1655538265, 8.51691695144",ark:/63274/bz1rg7h,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00924/800/0/TD_23_00924.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00924/files/images/TD_23_00924.jpg'}],,,,,,,
"Der Kolinplatz mit dem Bossardhaus. Das architekturgeschichtlich und typologisch bedeutende Bossardhaus tritt mit seiner repräsentativen Fassade auffallend in Erscheinung. Die Darstellungen zeigen die «Kappeler Milchsuppe» nach einem Vorbild von Albert Anker im 1. Obergeschoss, sowie des  Heilligen Georg als Drachentöter und einem Landsknecht im Parterre. Die Fassadenmalereien im Parterre wurden 1979 entfernt.",Das Bossardhaus am Kolinplatz in Zug,TF_GP_00925,BibZug_TD_23_00925,Bibliothek Zug#Glasplatten,1903 - 1913,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Architektur,9x12,"47.1659696025, 8.51588698314",ark:/63274/bz1ms5q,Kunst,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00925/800/0/TD_23_00925.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00925/files/images/TD_23_00925.jpg'}],,,,,,,
"Die Altstadt Zug mit der St. Oswalds Kirche und der Burg im Hintergrund, im Vordergrund das Dach des Zeughauses.",Altstadt Zug mit der St. Oswalds Kirche,TF_GP_00926,BibZug_TD_23_00926,Bibliothek Zug#Glasplatten,1900 - 1910,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1651763427, 8.51596744941",ark:/63274/bz1h034,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00926/800/0/TD_23_00926.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00926/files/images/TD_23_00926.jpg'}],,,,,,,
Die Vorstadt von Zug mit dem Restaurant Rössli im Hintergrund.,Vorstadt von Zug,TF_GP_00927,BibZug_TD_23_00927,Bibliothek Zug#Glasplatten,1890 - 1900,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1686939494, 8.51469071787",ark:/63274/bz1c898,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00927/800/0/TD_23_00927.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00927/files/images/TD_23_00927.jpg'}],,,,,,,
Das ehemalige Verkehrsbüro der Stadt Zug im Winter. Im Hintergrund erkennt man das Hotel Rigi bei der Vorstadt von Zug.,Ehemaliges Verkehrsbüro der Stadt im Winter,TF_GP_00928,BibZug_TD_23_00928,Bibliothek Zug#Glasplatten,1902 - 1912,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1691015244, 8.51442112739",ark:/63274/bz17g8r,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00928/800/0/TD_23_00928.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00928/files/images/TD_23_00928.jpg'}],,,,,,,
"Die Neustadt von Zug, im Hintergrund ist das Gasthaus Pilatus erkennbar, sowie das Hotel Zugerhof beim Bahnhof. Im Vordergrund sieht man die Gleise der Eisenbahnlinie von Zürich nach Arth-Goldau.",Die Neustadt von Zug,TF_GP_00929,BibZug_TD_23_00929,Bibliothek Zug#Glasplatten,1899 - 1904,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1690221746, 8.5163510053",ark:/63274/bz13s44,Alltag,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00929/800/0/TD_23_00929.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00929/files/images/TD_23_00929.jpg'}],,,,,,,
"Die Neustadt von Zug , im Hintergrund sind die beiden Hotels Zuger- und Schweizerhof beim Bahnhof zu erkennen. Die Reformierte Kirche ist jedoch noch nicht zu erkennen.",Die Neustadt von Zug,TF_GP_00930,BibZug_TD_23_00930,Bibliothek Zug#Glasplatten,1899 - 1904,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1745068812, 8.51708056611",ark:/63274/bz1003z,Alltag,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00930/800/0/TD_23_00930.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00930/files/images/TD_23_00930.jpg'}],,,,,,,
"Die Altstadt von Zug, mit dem Knopfliturm im Vorder- und dem Huwilerturm im Hintergrund. Die neue Kirche St. Michael befindet sich noch im Bau.",Die Altstadt von Zug mit der sich im Bau befindlichen neuen Kirche St. Michael,TF_GP_00931,BibZug_TD_23_00931,Bibliothek Zug#Glasplatten,1898 - 1902,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.162997297, 8.51744095495",ark:/63274/bz1v893,Architektur,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00931/800/0/TD_23_00931.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00931/files/images/TD_23_00931.jpg'}],,,,,,,
Blick über die Zuger Neustadt. Im Vordergrund sind die Post und die Eisenbahngleise der Linie von Zürich nach Arth-Goldau zu sehen. Im Hintergrund die beiden Hotels Zuger- und Schweizerhof sowie der Bahnhof.,Die Zuger Neustadt,TF_GP_00932,BibZug_TD_23_00932,Bibliothek Zug#Glasplatten,1899 - 1904,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1719111551, 8.51479790803",ark:/63274/bz1qk6w,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00932/800/0/TD_23_00932.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00932/files/images/TD_23_00932.jpg'}],,,,,,,
"Die Altstadt Zug mit der Burg, dem Burgbachschulhaus und dem Kapuzinerturm im Hintergrund, im Vordergrund sieht man das Dach des Zeughauses.",Altstadt Zug mit Burg im Hintergrund,TF_GP_00933,BibZug_TD_23_00933,Bibliothek Zug#Glasplatten,1900 - 1910,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1651763427, 8.51596744941",ark:/63274/bz1ks4z,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00933/800/0/TD_23_00933.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00933/files/images/TD_23_00933.jpg'}],,,,,,,
Die Kirchenstrasse an der Ecke zur Grabenstrasse mit der Kirche St. Oswald im Hintergrund. Beim Turm der Kirche wurde bereits das Ziffernblatt angebracht.,Kirchenstrasse an der Ecke zur Grabenstrasse im Winter,TF_GP_00934,BibZug_TD_23_00934,Bibliothek Zug#Glasplatten,1897 - 1907,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1656926191, 8.51557950188",ark:/63274/bz1g313,Kirche,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00934/800/0/TD_23_00934.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00934/files/images/TD_23_00934.jpg'}],,,,,,,
Die Grabenstrasse an der Ecke zur Kirchenstrasse mit dem Kolingeviert im Vordergrund. Im Hintergrund ist noch die Spitze des Turms der Kirche St. Oswald zu erkennen.,Grabenstrasse an der Ecke zur Kirchenstrasse,TF_GP_00935,BibZug_TD_23_00935,Bibliothek Zug#Glasplatten,1897 - 1907,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1656926191, 8.51557950188",ark:/63274/bz1b89x,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00935/800/0/TD_23_00935.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00935/files/images/TD_23_00935.jpg'}],,,,,,,
"Die Neustadt von Zug an der Poststrasse, im Vordergrund die Bahnlinie von Arth-Goldau nach Zürich. Im Hintergrund ist noch das Hotel Zugerhof zu erkennen.",Neustadt von Zug an der Poststrasse,TF_GP_00936,BibZug_TD_23_00936,Bibliothek Zug#Glasplatten,1899 - 1904,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1694162423, 8.51681063584",ark:/63274/bz16k74,Verkehr,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00936/800/0/TD_23_00936.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00936/files/images/TD_23_00936.jpg'}],,,,,,,
Zwei Häuser und eine Scheune im Hintergrund an einem verschneiten Hang des Zugerberges. Oberhalb des Hügels ist der Landgasthof Rötelberg zu erkennen.,Verschneiter Zugerberg mit dem Landgasthof Rötelberg im Hintergrund,TF_GP_00937,BibZug_TD_23_00937,Bibliothek Zug#Glasplatten,1890 - 1900,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.165195677559645, 8.526325656647158",ark:/63274/bz12s4s,Natur,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00937/800/0/TD_23_00937.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00937/files/images/TD_23_00937.jpg'}],,,,,,,
Die ehemalige Zuger Kleiderhalle an der Baarerstrasse.,Ehemalige Zuger Kleiderhalle,TF_GP_00938,BibZug_TD_23_00938,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1722671226531, 8.516471221181314",ark:/63274/bz1z32b,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00938/800/0/TD_23_00938.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00938/files/images/TD_23_00938.jpg'}],,,,,,,
Der Pulverturm und die Villa Rosenhof im Winter. Im Hintergrund sieht man noch den Turm der Kirche St. Oswald.,Der Pulverturm im Winter,TF_GP_00939,BibZug_TD_23_00939,Bibliothek Zug#Glasplatten,1909 - 1919,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1639077889, 8.51646624316",ark:/63274/bz1t89r,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00939/800/0/TD_23_00939.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00939/files/images/TD_23_00939.jpg'}],,,,,,,
"Mehrere Menschen auf dem Weg in die Stadt vor dem Pulverturm. Im Vordergrund kann man die Schienen der der Tramlinie der Zuger Berg- und Strassenbahn erkennen. Im Hintergrund erkennt man das Zeughaus von Zug, der Turm der Kirche St. Oswald und die Burg,",Passanten auf der Zugerbergstrasse vor dem Pulverturm,TF_GP_00940,BibZug_TD_23_00940,Bibliothek Zug#Glasplatten,1907 - 1917,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.1633588696, 8.5171823929",ark:/63274/bz1pk7z,Tram,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00940/800/0/TD_23_00940.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00940/files/images/TD_23_00940.jpg'}],,,,,,,
